LGHC Indicator Name,Geography,Year,Age Group,Strata,Strata Name,Numerator,Rate,LGHC Indicator ID,LGHC Target Rate
Asthma ED Visit Rates,Imperial,2012,Under 18,Race-Ethnicity,African-American,16,308.2,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Race-Ethnicity,African-American,481,375.4,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Race-Ethnicity,African-American,61,361.4,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Race-Ethnicity,African-American,9,,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Race-Ethnicity,African-American,4705,275.7,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Race-Ethnicity,African-American,36,541.3,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Race-Ethnicity,African-American,24,237.3,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Race-Ethnicity,African-American,5,,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Race-Ethnicity,African-American,108,524.3,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Race-Ethnicity,African-American,33,226.3,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Race-Ethnicity,African-American,8,,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Race-Ethnicity,African-American,198,201.8,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Race-Ethnicity,African-American,15,172,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Race-Ethnicity,African-American,823,239.7,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Race-Ethnicity,African-American,930,245.6,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Race-Ethnicity,African-American,1473,309.9,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Race-Ethnicity,African-American,701,204.8,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Race-Ethnicity,African-American,161,224,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Race-Ethnicity,African-American,373,265.3,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Race-Ethnicity,African-American,11,,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Race-Ethnicity,African-American,43,127.2,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Race-Ethnicity,African-American,30,258.7,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Race-Ethnicity,African-American,125,135.5,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Race-Ethnicity,African-American,6,,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Race-Ethnicity,African-American,14,321.2,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Race-Ethnicity,African-American,402,327.1,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Race-Ethnicity,African-American,45,288.8,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Race-Ethnicity,African-American,125,394.5,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Race-Ethnicity,African-American,30,220.8,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Race-Ethnicity,African-American,51,209.7,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Race-Ethnicity,African-American,33,292,7,28
Asthma ED Visit Rates,Yuba,2012,Under 18,Race-Ethnicity,African-American,7,,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,California,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,134,37.5,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,13,64,7,28
Asthma ED Visit Rates,Inyo,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,16,45.8,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,11,,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,5,,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,8,,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,6,,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Race-Ethnicity,American Indian/Alaskan Native,9,,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,288,31.9,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,7,,7,28
Asthma ED Visit Rates,California,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,3063,31,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,136,41.1,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,102,40.2,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,23,31.2,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,691,31.2,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,12,45.9,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,14,33.7,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,11,,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,6,,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,267,24,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,16,25.9,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,73,26.1,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,186,34.4,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,69,26.3,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,277,40.7,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,140,39.3,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,102,40,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,132,34,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,10,,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,279,19.7,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,6,,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,87,74.9,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,13,39.3,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,26,43.7,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,5,,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,8,,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,33,28.8,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Race-Ethnicity,Asian/Pacific Islander,9,,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Race-Ethnicity,Hispanic,906,79.2,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Race-Ethnicity,Hispanic,36,32.1,7,28
Asthma ED Visit Rates,California,2012,Under 18,Race-Ethnicity,Hispanic,37029,78,7,28
Asthma ED Visit Rates,Colusa,2012,Under 18,Race-Ethnicity,Hispanic,18,41,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Race-Ethnicity,Hispanic,974,109.9,7,28
Asthma ED Visit Rates,Del Norte,2012,Under 18,Race-Ethnicity,Hispanic,10,,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Race-Ethnicity,Hispanic,33,41.8,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Race-Ethnicity,Hispanic,2469,139.1,7,28
Asthma ED Visit Rates,Glenn,2012,Under 18,Race-Ethnicity,Hispanic,14,34.1,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Race-Ethnicity,Hispanic,24,50.8,7,28
Asthma ED Visit Rates,Imperial,2012,Under 18,Race-Ethnicity,Hispanic,583,131.7,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Race-Ethnicity,Hispanic,1295,81.5,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Race-Ethnicity,Hispanic,337,128.6,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Race-Ethnicity,Hispanic,18,43.9,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Race-Ethnicity,Hispanic,12380,85,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Race-Ethnicity,Hispanic,485,155.1,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Race-Ethnicity,Hispanic,65,50.5,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Race-Ethnicity,Hispanic,44,57.8,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Race-Ethnicity,Hispanic,617,115.5,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Race-Ethnicity,Hispanic,715,82.9,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Race-Ethnicity,Hispanic,81,52.1,7,28
Asthma ED Visit Rates,Nevada,2012,Under 18,Race-Ethnicity,Hispanic,14,46.2,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Race-Ethnicity,Hispanic,2191,64,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Race-Ethnicity,Hispanic,47,26.1,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Race-Ethnicity,Hispanic,2026,56.5,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Race-Ethnicity,Hispanic,734,65.9,7,28
Asthma ED Visit Rates,San Benito,2012,Under 18,Race-Ethnicity,Hispanic,74,64.4,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Race-Ethnicity,Hispanic,2535,72.1,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Race-Ethnicity,Hispanic,2534,75.7,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Race-Ethnicity,Hispanic,202,74.2,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Race-Ethnicity,Hispanic,628,62.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Race-Ethnicity,Hispanic,101,54.6,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Race-Ethnicity,Hispanic,361,63.2,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Race-Ethnicity,Hispanic,480,76,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Race-Ethnicity,Hispanic,1012,61.7,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Race-Ethnicity,Hispanic,277,93.3,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Race-Ethnicity,Hispanic,13,20.4,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Race-Ethnicity,Hispanic,268,77.8,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Race-Ethnicity,Hispanic,258,57.9,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Race-Ethnicity,Hispanic,547,67.3,7,28
Asthma ED Visit Rates,Sutter,2012,Under 18,Race-Ethnicity,Hispanic,34,32.9,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Race-Ethnicity,Hispanic,31,56.5,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Race-Ethnicity,Hispanic,659,61.5,7,28
Asthma ED Visit Rates,Tuolumne,2012,Under 18,Race-Ethnicity,Hispanic,10,,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Race-Ethnicity,Hispanic,723,63.5,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Race-Ethnicity,Hispanic,106,52.7,7,28
Asthma ED Visit Rates,Yuba,2012,Under 18,Race-Ethnicity,Hispanic,24,31.3,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Race-Ethnicity,White,417,53.8,7,28
Asthma ED Visit Rates,Amador,2012,Under 18,Race-Ethnicity,White,44,111,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Race-Ethnicity,White,179,66.4,7,28
Asthma ED Visit Rates,Calaveras,2012,Under 18,Race-Ethnicity,White,30,52.1,7,28
Asthma ED Visit Rates,California,2012,Under 18,Race-Ethnicity,White,15016,60.9,7,28
Asthma ED Visit Rates,Colusa,2012,Under 18,Race-Ethnicity,White,6,,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Race-Ethnicity,White,515,58.5,7,28
Asthma ED Visit Rates,Del Norte,2012,Under 18,Race-Ethnicity,White,33,105.4,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Race-Ethnicity,White,117,44.3,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Race-Ethnicity,White,741,137.4,7,28
Asthma ED Visit Rates,Glenn,2012,Under 18,Race-Ethnicity,White,17,55.7,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Race-Ethnicity,White,155,94.1,7,28
Asthma ED Visit Rates,Imperial,2012,Under 18,Race-Ethnicity,White,144,368.3,7,28
Asthma ED Visit Rates,Inyo,2012,Under 18,Race-Ethnicity,White,13,82.6,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Race-Ethnicity,White,569,83.8,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Race-Ethnicity,White,179,168.8,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Race-Ethnicity,White,80,108.7,7,28
Asthma ED Visit Rates,Lassen,2012,Under 18,Race-Ethnicity,White,25,61.6,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Race-Ethnicity,White,2129,54,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Race-Ethnicity,White,134,153.3,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Race-Ethnicity,White,84,26.7,7,28
Asthma ED Visit Rates,Mariposa,2012,Under 18,Race-Ethnicity,White,17,80.4,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Race-Ethnicity,White,77,85.1,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Race-Ethnicity,White,232,128.8,7,28
Asthma ED Visit Rates,Modoc,2012,Under 18,Race-Ethnicity,White,12,88.3,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Race-Ethnicity,White,101,55,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Race-Ethnicity,White,59,52.4,7,28
Asthma ED Visit Rates,Nevada,2012,Under 18,Race-Ethnicity,White,76,57.8,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Race-Ethnicity,White,1203,55.4,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Race-Ethnicity,White,211,40.6,7,28
Asthma ED Visit Rates,Plumas,2012,Under 18,Race-Ethnicity,White,23,96,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Race-Ethnicity,White,918,59,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Race-Ethnicity,White,720,56.6,7,28
Asthma ED Visit Rates,San Benito,2012,Under 18,Race-Ethnicity,White,25,75.9,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Race-Ethnicity,White,1164,92,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Race-Ethnicity,White,1104,45.4,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Race-Ethnicity,White,219,57.4,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Race-Ethnicity,White,351,77.3,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Race-Ethnicity,White,150,54.6,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Race-Ethnicity,White,182,34.1,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Race-Ethnicity,White,163,60.4,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Race-Ethnicity,White,345,33.8,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Race-Ethnicity,White,130,59.4,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Race-Ethnicity,White,221,81,7,28
Asthma ED Visit Rates,Siskiyou,2012,Under 18,Race-Ethnicity,White,29,50.1,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Race-Ethnicity,White,241,85.4,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Race-Ethnicity,White,268,54.9,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Race-Ethnicity,White,337,70.6,7,28
Asthma ED Visit Rates,Sutter,2012,Under 18,Race-Ethnicity,White,39,40,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Race-Ethnicity,White,60,68.5,7,28
Asthma ED Visit Rates,Trinity,2012,Under 18,Race-Ethnicity,White,7,,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Race-Ethnicity,White,178,60.1,7,28
Asthma ED Visit Rates,Tuolumne,2012,Under 18,Race-Ethnicity,White,62,91.4,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Race-Ethnicity,White,366,54.9,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Race-Ethnicity,White,84,51.2,7,28
Asthma ED Visit Rates,Yuba,2012,Under 18,Race-Ethnicity,White,27,28.2,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Sex,Female,1079,63.9,7,28
Asthma ED Visit Rates,Amador,2012,Under 18,Sex,Female,14,48.9,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Sex,Female,103,45.5,7,28
Asthma ED Visit Rates,Calaveras,2012,Under 18,Sex,Female,12,28.9,7,28
Asthma ED Visit Rates,California,2012,Under 18,Sex,Female,25979,58.2,7,28
Asthma ED Visit Rates,Colusa,2012,Under 18,Sex,Female,14,48.4,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Sex,Female,1004,81.1,7,28
Asthma ED Visit Rates,Del Norte,2012,Under 18,Sex,Female,15,52.1,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Sex,Female,78,40.7,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Sex,Female,1346,98.6,7,28
Asthma ED Visit Rates,Glenn,2012,Under 18,Sex,Female,18,48.2,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Sex,Female,90,69.5,7,28
Asthma ED Visit Rates,Imperial,2012,Under 18,Sex,Female,258,105.8,7,28
Asthma ED Visit Rates,Inyo,2012,Under 18,Sex,Female,8,,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Sex,Female,880,70.7,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Sex,Female,213,105.9,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Sex,Female,42,67.6,7,28
Asthma ED Visit Rates,Lassen,2012,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Sex,Female,7216,63.5,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Sex,Female,242,117.1,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Sex,Female,64,25.4,7,28
Asthma ED Visit Rates,Mariposa,2012,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Sex,Female,60,65,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Sex,Female,356,91.6,7,28
Asthma ED Visit Rates,Modoc,2012,Under 18,Sex,Female,9,,7,28
Asthma ED Visit Rates,Mono,2012,Under 18,Sex,Female,5,,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Sex,Female,334,60.5,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Sex,Female,48,31.6,7,28
Asthma ED Visit Rates,Nevada,2012,Under 18,Sex,Female,37,41.9,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Sex,Female,1454,41.7,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Sex,Female,123,30.3,7,28
Asthma ED Visit Rates,Plumas,2012,Under 18,Sex,Female,6,,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Sex,Female,1405,47.4,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Sex,Female,1032,58.6,7,28
Asthma ED Visit Rates,San Benito,2012,Under 18,Sex,Female,50,64.3,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Sex,Female,1940,69.2,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Sex,Female,1911,53.9,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Sex,Female,274,46.9,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Sex,Female,540,56.1,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Sex,Female,108,43.9,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Sex,Female,316,39.3,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Sex,Female,270,56.4,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Sex,Female,663,31,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Sex,Female,170,62.6,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Sex,Female,110,58.1,7,28
Asthma ED Visit Rates,Siskiyou,2012,Under 18,Sex,Female,17,39.9,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Sex,Female,406,85.7,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Sex,Female,224,44.1,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Sex,Female,406,57.8,7,28
Asthma ED Visit Rates,Sutter,2012,Under 18,Sex,Female,26,21,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Sex,Female,40,52.6,7,28
Asthma ED Visit Rates,Tulare,2012,Under 18,Sex,Female,362,51.4,7,28
Asthma ED Visit Rates,Tuolumne,2012,Under 18,Sex,Female,36,79.9,7,28
Asthma ED Visit Rates,Ventura,2012,Under 18,Sex,Female,405,40.4,7,28
Asthma ED Visit Rates,Yolo,2012,Under 18,Sex,Female,90,41,7,28
Asthma ED Visit Rates,Yuba,2012,Under 18,Sex,Female,26,26,7,28
Asthma ED Visit Rates,Alameda,2012,Under 18,Sex,Male,1873,104,7,28
Asthma ED Visit Rates,Amador,2012,Under 18,Sex,Male,36,128.7,7,28
Asthma ED Visit Rates,Butte,2012,Under 18,Sex,Male,149,63.8,7,28
Asthma ED Visit Rates,Calaveras,2012,Under 18,Sex,Male,24,62.1,7,28
Asthma ED Visit Rates,California,2012,Under 18,Sex,Male,46703,99.7,7,28
Asthma ED Visit Rates,Colusa,2012,Under 18,Sex,Male,15,46.9,7,28
Asthma ED Visit Rates,Contra Costa,2012,Under 18,Sex,Male,1619,126,7,28
Asthma ED Visit Rates,Del Norte,2012,Under 18,Sex,Male,33,109.6,7,28
Asthma ED Visit Rates,El Dorado,2012,Under 18,Sex,Male,90,47.4,7,28
Asthma ED Visit Rates,Fresno,2012,Under 18,Sex,Male,2412,167.8,7,28
Asthma ED Visit Rates,Glenn,2012,Under 18,Sex,Male,14,35.1,7,28
Asthma ED Visit Rates,Humboldt,2012,Under 18,Sex,Male,131,95.4,7,28
Asthma ED Visit Rates,Imperial,2012,Under 18,Sex,Male,504,197.6,7,28
Asthma ED Visit Rates,Inyo,2012,Under 18,Sex,Male,24,126.1,7,28
Asthma ED Visit Rates,Kern,2012,Under 18,Sex,Male,1582,121.3,7,28
Asthma ED Visit Rates,Kings,2012,Under 18,Sex,Male,374,172.6,7,28
Asthma ED Visit Rates,Lake,2012,Under 18,Sex,Male,67,98.7,7,28
Asthma ED Visit Rates,Lassen,2012,Under 18,Sex,Male,21,74.9,7,28
Asthma ED Visit Rates,Los Angeles,2012,Under 18,Sex,Male,13565,114.3,7,28
Asthma ED Visit Rates,Madera,2012,Under 18,Sex,Male,420,192.1,7,28
Asthma ED Visit Rates,Marin,2012,Under 18,Sex,Male,132,49.5,7,28
Asthma ED Visit Rates,Mariposa,2012,Under 18,Sex,Male,12,83.1,7,28
Asthma ED Visit Rates,Mendocino,2012,Under 18,Sex,Male,81,81.9,7,28
Asthma ED Visit Rates,Merced,2012,Under 18,Sex,Male,623,152.2,7,28
Asthma ED Visit Rates,Monterey,2012,Under 18,Sex,Male,560,95,7,28
Asthma ED Visit Rates,Napa,2012,Under 18,Sex,Male,110,70.7,7,28
Asthma ED Visit Rates,Nevada,2012,Under 18,Sex,Male,59,67.9,7,28
Asthma ED Visit Rates,Orange,2012,Under 18,Sex,Male,2644,72.2,7,28
Asthma ED Visit Rates,Placer,2012,Under 18,Sex,Male,183,43.2,7,28
Asthma ED Visit Rates,Plumas,2012,Under 18,Sex,Male,21,127.6,7,28
Asthma ED Visit Rates,Riverside,2012,Under 18,Sex,Male,2623,85.5,7,28
Asthma ED Visit Rates,Sacramento,2012,Under 18,Sex,Male,1843,99.4,7,28
Asthma ED Visit Rates,San Benito,2012,Under 18,Sex,Male,59,75.4,7,28
Asthma ED Visit Rates,San Bernardino,2012,Under 18,Sex,Male,3623,123.4,7,28
Asthma ED Visit Rates,San Diego,2012,Under 18,Sex,Male,3249,86.9,7,28
Asthma ED Visit Rates,San Francisco,2012,Under 18,Sex,Male,556,89.4,7,28
Asthma ED Visit Rates,San Joaquin,2012,Under 18,Sex,Male,1010,99.9,7,28
Asthma ED Visit Rates,San Luis Obispo,2012,Under 18,Sex,Male,168,66.3,7,28
Asthma ED Visit Rates,San Mateo,2012,Under 18,Sex,Male,508,59.8,7,28
Asthma ED Visit Rates,Santa Barbara,2012,Under 18,Sex,Male,424,84.8,7,28
Asthma ED Visit Rates,Santa Clara,2012,Under 18,Sex,Male,1235,54.1,7,28
Asthma ED Visit Rates,Santa Cruz,2012,Under 18,Sex,Male,254,88.7,7,28
Asthma ED Visit Rates,Shasta,2012,Under 18,Sex,Male,157,79,7,28
Asthma ED Visit Rates,Siskiyou,2012,Under 18,Sex,Male,25,54.3,7,28
Asthma ED Visit Rates,Solano,2012,Under 18,Sex,Male,657,131.5,7,28
Asthma ED Visit Rates,Sonoma,2012,Under 18,Sex,Male,376,70.4,7,28
Asthma ED Visit Rates,Stanislaus,2012,Under 18,Sex,Male,680,92.2,7,28
Asthma ED Visit Rates,Sutter,2012,Under 18,Sex,Male,55,42.1,7,28
Asthma ED Visit Rates,Tehama,2012,Under 18,Sex,Male,65,82.6,7,28
